date,stock_id,pattern,direction,lf,bucket,avg_vol,close,composite,fwd_return,outcome
2024-12-12,2454,ascending_wedge,buy,0.3585,"[0.3, 0.6)",5211527,1380.00,0.0973,0.043478,incorrect
2024-12-12,6669,w_bottom,buy,0.2247,"[0.0, 0.3)",2814957,2465.00,0.0286,0.060852,correct
2024-12-12,1220,w_bottom,buy,0.0487,"[0.0, 0.3)",1251584,18.25,0.0164,-0.098630,incorrect
2024-12-12,1783,ascending_wedge,buy,0.0000,"[0.0, 0.3)",210589,48.40,0.0000,0.080579,correct
2024-12-12,1414,ascending_wedge,buy,0.0000,"[0.0, 0.3)",388334,24.40,0.0000,-0.002049,incorrect
2024-12-13,1402,m_top,sell,0.6079,"[0.6, 0.9)",16438006,33.55,0.5284,-0.098361,correct
2024-12-13,1504,diamond_top,sell,0.4434,"[0.3, 0.6)",7705826,51.50,0.1729,0.029126,incorrect
2024-12-13,8069,m_top,sell,0.3625,"[0.3, 0.6)",5309850,266.50,0.0603,0.024390,incorrect
2024-12-13,1471,m_top,sell,0.1610,"[0.0, 0.3)",2098798,13.90,0.0285,-0.079137,correct
2024-12-13,1476,diamond_top,sell,0.0000,"[0.0, 0.3)",499415,525.00,0.0000,-0.022857,incorrect
2024-12-13,1503,diamond_top,sell,0.0000,"[0.0, 0.3)",897339,191.50,0.0000,-0.065274,correct
2024-12-13,1720,diamond_top,sell,0.0000,"[0.0, 0.3)",237180,63.00,0.0000,-0.026984,incorrect
2024-12-13,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",135140,18.35,0.0000,-0.070845,correct
2024-12-13,1437,diamond_top,sell,0.0000,"[0.0, 0.3)",64899,34.00,0.0000,-0.011765,incorrect
2024-12-13,1468,diamond_top,sell,0.0000,"[0.0, 0.3)",42213,14.05,0.0000,-0.078292,correct
2024-12-13,1220,w_bottom,buy,0.0758,"[0.0, 0.3)",1417632,18.80,0.0444,-0.143617,incorrect
2024-12-13,6669,w_bottom,buy,0.2248,"[0.0, 0.3)",2816195,2515.00,0.0286,0.007952,incorrect
2024-12-13,1414,ascending_wedge,buy,0.0000,"[0.0, 0.3)",426945,24.80,0.0000,-0.002016,incorrect
2024-12-16,1402,m_top,sell,0.5963,"[0.3, 0.6)",15584293,33.40,0.5183,-0.097305,correct
2024-12-16,8069,m_top,sell,0.3682,"[0.3, 0.6)",5450100,256.00,0.0674,0.025391,incorrect
2024-12-16,1471,m_top,sell,0.1324,"[0.0, 0.3)",1839984,13.45,0.0234,-0.092937,correct
2024-12-16,1476,diamond_top,sell,0.0000,"[0.0, 0.3)",494376,516.00,0.0000,-0.003876,incorrect
2024-12-16,1503,diamond_top,sell,0.0000,"[0.0, 0.3)",893452,188.50,0.0000,-0.063660,correct
2024-12-16,1720,diamond_top,sell,0.0000,"[0.0, 0.3)",232414,62.00,0.0000,-0.017742,incorrect
2024-12-16,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",160219,18.15,0.0000,-0.057851,correct
2024-12-16,1220,w_bottom,buy,0.1030,"[0.0, 0.3)",1606713,18.95,0.0603,-0.150396,incorrect
2024-12-16,6669,w_bottom,buy,0.2301,"[0.0, 0.3)",2885762,2500.00,0.0293,-0.030000,incorrect
2024-12-16,1414,w_bottom,buy,0.0000,"[0.0, 0.3)",487884,25.90,0.0000,-0.088803,incorrect
2024-12-16,1414,ascending_wedge,buy,0.0000,"[0.0, 0.3)",487884,25.90,0.0000,-0.088803,incorrect
2024-12-17,1402,m_top,sell,0.5833,"[0.3, 0.6)",14673146,32.20,0.5069,-0.049689,incorrect
2024-12-17,8069,m_top,sell,0.3672,"[0.3, 0.6)",5425300,260.50,0.0672,0.015355,incorrect
2024-12-17,1471,m_top,sell,0.1166,"[0.0, 0.3)",1710889,13.40,0.0206,-0.052239,correct
2024-12-17,1476,diamond_top,sell,0.0000,"[0.0, 0.3)",485426,517.00,0.0000,0.003868,incorrect
2024-12-17,1503,diamond_top,sell,0.0000,"[0.0, 0.3)",869023,190.00,0.0000,-0.081579,correct
2024-12-17,1707,diamond_top,sell,0.0000,"[0.0, 0.3)",287489,152.00,0.0000,-0.036184,incorrect
2024-12-17,1720,diamond_top,sell,0.0000,"[0.0, 0.3)",222292,62.20,0.0000,-0.011254,incorrect
2024-12-17,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",158920,18.20,0.0000,-0.063187,correct
2024-12-17,1220,w_bottom,buy,0.1106,"[0.0, 0.3)",1664442,18.30,0.0333,-0.114754,incorrect
2024-12-17,6669,w_bottom,buy,0.2364,"[0.0, 0.3)",2970397,2605.00,0.0301,-0.063340,incorrect
2024-12-17,1414,w_bottom,buy,0.0000,"[0.0, 0.3)",511279,24.10,0.0000,0.004149,incorrect
2024-12-18,1402,m_top,sell,0.5720,"[0.3, 0.6)",13928541,33.05,0.4971,-0.069592,correct
2024-12-18,8069,m_top,sell,0.3671,"[0.3, 0.6)",5421900,266.00,0.0634,0.037594,incorrect
2024-12-18,1471,m_top,sell,0.1083,"[0.0, 0.3)",1646532,13.45,0.0192,-0.063197,correct
2024-12-18,1476,diamond_top,sell,0.0000,"[0.0, 0.3)",497897,509.00,0.0000,0.031434,incorrect
2024-12-18,1707,diamond_top,sell,0.0000,"[0.0, 0.3)",285033,151.00,0.0000,-0.039735,incorrect
2024-12-18,1720,diamond_top,sell,0.0000,"[0.0, 0.3)",215809,62.30,0.0000,-0.024077,incorrect
2024-12-18,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",161037,18.10,0.0000,-0.055249,correct
2024-12-18,6669,w_bottom,buy,0.2422,"[0.0, 0.3)",3050699,2565.00,0.0308,-0.091618,incorrect
2024-12-18,1220,w_bottom,buy,0.1165,"[0.0, 0.3)",1710206,18.25,0.0297,-0.106849,incorrect
2024-12-18,1414,w_bottom,buy,0.0000,"[0.0, 0.3)",501574,24.25,0.0000,0.018557,incorrect
2024-12-19,1402,m_top,sell,0.5680,"[0.3, 0.6)",13679169,33.20,0.4937,-0.067771,correct
2024-12-19,1471,m_top,sell,0.0843,"[0.0, 0.3)",1474654,13.25,0.0149,-0.045283,incorrect
2024-12-19,8069,m_top,sell,0.3717,"[0.3, 0.6)",5537650,274.00,0.0070,0.010949,incorrect
2024-12-19,1476,diamond_top,sell,0.0000,"[0.0, 0.3)",500110,497.50,0.0000,0.065327,incorrect
2024-12-19,1707,diamond_top,sell,0.0000,"[0.0, 0.3)",277404,151.00,0.0000,-0.036424,incorrect
2024-12-19,1720,diamond_top,sell,0.0000,"[0.0, 0.3)",216238,61.00,0.0000,-0.001639,incorrect
2024-12-19,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",163960,17.95,0.0000,-0.041783,incorrect
2024-12-19,6669,w_bottom,buy,0.2506,"[0.0, 0.3)",3170579,2670.00,0.0319,-0.102996,incorrect
2024-12-19,1220,w_bottom,buy,0.1180,"[0.0, 0.3)",1721503,18.15,0.0212,-0.093664,incorrect
2024-12-19,1414,w_bottom,buy,0.0000,"[0.0, 0.3)",501271,23.70,0.0000,0.029536,incorrect
2024-12-20,8069,m_top,sell,0.3727,"[0.3, 0.6)",5563000,267.00,0.0560,0.018727,incorrect
2024-12-20,1471,m_top,sell,0.0546,"[0.0, 0.3)",1285868,13.20,0.0097,-0.049242,incorrect
2024-12-20,1476,diamond_top,sell,0.0000,"[0.0, 0.3)",508173,501.00,0.0000,0.057884,incorrect
2024-12-20,1707,diamond_top,sell,0.0000,"[0.0, 0.3)",263148,150.00,0.0000,-0.020000,incorrect
2024-12-20,1727,m_top,sell,0.0000,"[0.0, 0.3)",952703,29.30,0.0000,-0.029010,incorrect
2024-12-20,1720,diamond_top,sell,0.0000,"[0.0, 0.3)",210371,61.10,0.0000,-0.003273,incorrect
2024-12-20,1103,diamond_top,sell,0.0000,"[0.0, 0.3)",213367,16.85,0.0000,0.002967,incorrect
2024-12-20,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",164888,17.90,0.0000,-0.036313,incorrect
2024-12-20,6669,w_bottom,buy,0.2546,"[0.0, 0.3)",3230176,2640.00,0.0324,-0.085227,incorrect
2024-12-20,1414,w_bottom,buy,0.0000,"[0.0, 0.3)",498446,24.00,0.0000,0.037500,incorrect
2024-12-23,8069,m_top,sell,0.3656,"[0.3, 0.6)",5384000,273.00,0.0137,0.007326,incorrect
2024-12-23,1471,m_top,sell,0.0392,"[0.0, 0.3)",1197718,13.40,0.0069,-0.070896,correct
2024-12-23,1727,m_top,sell,0.0000,"[0.0, 0.3)",947008,29.85,0.0000,-0.055276,correct
2024-12-23,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",166885,17.95,0.0000,-0.036212,incorrect
2024-12-23,6669,w_bottom,buy,0.2521,"[0.0, 0.3)",3192570,2650.00,0.0321,-0.075472,incorrect
2024-12-24,1471,m_top,sell,0.0325,"[0.0, 0.3)",1161659,13.55,0.0058,-0.077491,correct
2024-12-24,1727,m_top,sell,0.0000,"[0.0, 0.3)",904883,29.80,0.0000,-0.055369,correct
2024-12-24,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",165643,17.95,0.0000,-0.027855,incorrect
2024-12-24,6669,w_bottom,buy,0.2544,"[0.0, 0.3)",3226274,2535.00,0.0324,-0.067061,incorrect
2024-12-24,1558,w_bottom,buy,0.0000,"[0.0, 0.3)",81184,109.00,0.0000,-0.027523,incorrect
2024-12-25,1402,m_top,sell,0.7080,"[0.6, 0.9)",26062076,31.35,0.6153,0.000000,incorrect
2024-12-25,8069,m_top,sell,0.3654,"[0.3, 0.6)",5380600,273.00,0.0135,0.027473,incorrect
2024-12-25,1471,m_top,sell,0.0218,"[0.0, 0.3)",1105652,13.60,0.0039,-0.080882,correct
2024-12-25,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",161349,17.95,0.0000,-0.030641,incorrect
2024-12-25,6669,w_bottom,buy,0.2401,"[0.0, 0.3)",3021216,2585.00,0.0305,-0.133462,incorrect
2024-12-25,1220,w_bottom,buy,0.1195,"[0.0, 0.3)",1733955,17.95,0.0041,-0.066852,incorrect
2024-12-25,1558,w_bottom,buy,0.0000,"[0.0, 0.3)",90008,108.50,0.0000,-0.013825,incorrect
2024-12-26,1402,m_top,sell,0.7302,"[0.6, 0.9)",28866662,31.55,0.6346,-0.023772,incorrect
2024-12-26,8069,m_top,sell,0.3627,"[0.3, 0.6)",5313850,271.50,0.0259,0.060773,incorrect
2024-12-26,1736,diamond_top,sell,0.0264,"[0.0, 0.3)",1129479,180.50,0.0104,0.005540,incorrect
2024-12-26,1471,m_top,sell,0.0100,"[0.0, 0.3)",1047215,13.55,0.0018,-0.095941,correct
2024-12-26,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",156752,17.90,0.0000,-0.036313,incorrect
2024-12-26,6669,w_bottom,buy,0.2332,"[0.0, 0.3)",2926671,2570.00,0.0297,-0.214008,incorrect
2024-12-26,3008,ascending_wedge,buy,0.0000,"[0.0, 0.3)",682699,2675.00,0.0000,0.057944,correct
2024-12-26,1558,w_bottom,buy,0.0000,"[0.0, 0.3)",91896,108.50,0.0000,-0.027650,incorrect
2024-12-27,1402,m_top,sell,0.7299,"[0.6, 0.9)",28822852,31.80,0.6343,-0.029874,incorrect
2024-12-27,8069,m_top,sell,0.3564,"[0.3, 0.6)",5161500,271.00,0.0298,0.046125,incorrect
2024-12-27,1471,m_top,sell,0.0064,"[0.0, 0.3)",1029809,13.60,0.0011,-0.080882,correct
2024-12-27,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",156419,17.90,0.0000,-0.039106,incorrect
2024-12-27,6669,w_bottom,buy,0.2291,"[0.0, 0.3)",2871564,2595.00,0.0291,-0.225434,incorrect
2024-12-27,1558,w_bottom,buy,0.0000,"[0.0, 0.3)",94631,108.50,0.0000,-0.041475,incorrect
2024-12-30,1402,m_top,sell,0.7298,"[0.6, 0.9)",28816787,31.65,0.6343,-0.012638,incorrect
2024-12-30,1471,m_top,sell,0.0025,"[0.0, 0.3)",1011367,13.35,0.0004,-0.033708,incorrect
2024-12-30,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",154484,17.80,0.0000,-0.028090,incorrect
2024-12-30,6669,w_bottom,buy,0.2274,"[0.0, 0.3)",2849642,2550.00,0.0289,-0.178431,incorrect
2024-12-30,1786,w_bottom,buy,0.0000,"[0.0, 0.3)",582588,101.50,0.0000,0.206897,correct
2024-12-30,1558,w_bottom,buy,0.0000,"[0.0, 0.3)",100744,108.50,0.0000,-0.027650,incorrect
2024-12-31,1402,m_top,sell,0.7278,"[0.6, 0.9)",28549637,31.60,0.6325,-0.003165,incorrect
2024-12-31,1471,m_top,sell,0.0000,"[0.0, 0.3)",949548,13.30,0.0000,-0.037594,incorrect
2024-12-31,1109,diamond_top,sell,0.0000,"[0.0, 0.3)",150869,17.70,0.0000,-0.016949,incorrect
2024-12-31,6669,w_bottom,buy,0.2234,"[0.0, 0.3)",2797444,2620.00,0.0284,-0.190840,incorrect
2024-12-31,1786,w_bottom,buy,0.0000,"[0.0, 0.3)",741370,104.00,0.0000,0.192308,correct
2025-01-02,1402,m_top,sell,0.7276,"[0.6, 0.9)",28517391,31.85,0.6323,-0.009419,incorrect
2025-01-02,1471,m_top,sell,0.0000,"[0.0, 0.3)",916522,13.15,0.0000,-0.019011,incorrect
2025-01-02,1235,diamond_top,sell,0.0000,"[0.0, 0.3)",20956,73.60,0.0000,0.101902,incorrect
2025-01-02,6669,w_bottom,buy,0.2152,"[0.0, 0.3)",2693461,2550.00,0.0274,-0.141176,incorrect
2025-01-02,1513,ascending_wedge,buy,0.2645,"[0.0, 0.3)",3380989,156.50,0.0107,-0.028754,incorrect
2025-01-02,1786,w_bottom,buy,0.0000,"[0.0, 0.3)",786006,105.00,0.0000,0.142857,correct
2025-01-03,1402,m_top,sell,0.7260,"[0.6, 0.9)",28309687,31.65,0.6309,-0.015798,incorrect
2025-01-03,1471,m_top,sell,0.0000,"[0.0, 0.3)",652406,13.15,0.0000,0.000000,incorrect
2025-01-03,1235,diamond_top,sell,0.0000,"[0.0, 0.3)",21415,73.10,0.0000,0.099863,incorrect
2025-01-03,1609,ascending_wedge,buy,0.2485,"[0.0, 0.3)",3140047,45.30,0.0616,-0.083885,incorrect
2025-01-03,6669,w_bottom,buy,0.1998,"[0.0, 0.3)",2509724,2610.00,0.0254,-0.166667,incorrect
2025-01-03,1786,w_bottom,buy,0.0000,"[0.0, 0.3)",833223,106.00,0.0000,0.127358,correct
2025-01-06,1402,m_top,sell,0.7236,"[0.6, 0.9)",28005187,32.10,0.6289,-0.037383,incorrect
2025-01-06,1471,m_top,sell,0.0000,"[0.0, 0.3)",564919,13.25,0.0000,-0.026415,incorrect
2025-01-06,1235,diamond_top,sell,0.0000,"[0.0, 0.3)",27000,73.00,0.0000,0.116438,incorrect
2025-01-06,2330,ascending_wedge,buy,0.7736,"[0.6, 0.9)",35254878,1125.00,0.4069,-0.013333,incorrect
2025-01-06,2376,ascending_wedge,buy,0.3000,"[0.3, 0.6)",3981601,286.00,0.0591,-0.101399,incorrect
2025-01-06,2207,ascending_wedge,buy,0.0000,"[0.0, 0.3)",206860,626.00,0.0000,-0.038339,incorrect
2025-01-06,1786,w_bottom,buy,0.0000,"[0.0, 0.3)",973389,112.50,0.0000,0.071111,correct
2025-01-07,1402,m_top,sell,0.7253,"[0.6, 0.9)",28224154,30.55,0.6304,0.014730,incorrect
2025-01-07,1471,m_top,sell,0.0000,"[0.0, 0.3)",467924,13.25,0.0000,-0.030189,incorrect
2025-01-07,1235,diamond_top,sell,0.0000,"[0.0, 0.3)",29517,69.30,0.0000,0.190476,incorrect
2025-01-07,1730,diamond_top,sell,0.0000,"[0.0, 0.3)",37531,54.00,0.0000,0.005556,incorrect
2025-01-07,1776,diamond_top,sell,0.0000,"[0.0, 0.3)",82249,18.40,0.0000,0.046196,incorrect
2025-01-07,2376,w_bottom,buy,0.3157,"[0.3, 0.6)",4279586,283.50,0.0046,-0.091711,incorrect
2025-01-07,1786,w_bottom,buy,0.0000,"[0.0, 0.3)",995919,113.00,0.0000,0.048673,incorrect
2025-01-08,1402,m_top,sell,0.7232,"[0.6, 0.9)",27952182,30.60,0.6285,0.026144,incorrect
2025-01-08,2303,diamond_top,sell,0.8950,"[0.6, 0.9)",61653408,42.70,0.3396,-0.030445,incorrect
2025-01-08,1471,m_top,sell,0.0000,"[0.0, 0.3)",445815,13.55,0.0000,-0.022140,incorrect
2025-01-08,1531,descending_flag,sell,0.0000,"[0.0, 0.3)",354079,13.65,0.0000,0.032967,incorrect
2025-01-08,1235,diamond_top,sell,0.0000,"[0.0, 0.3)",29763,69.00,0.0000,0.257971,incorrect
2025-01-08,1730,diamond_top,sell,0.0000,"[0.0, 0.3)",37158,53.90,0.0000,0.014842,incorrect
2025-01-08,1325,ascending_wedge,buy,0.1480,"[0.0, 0.3)",1977327,34.95,0.0862,-0.184549,incorrect
2025-01-08,1513,ascending_wedge,buy,0.2399,"[0.0, 0.3)",3018060,159.50,0.0325,-0.065831,incorrect
2025-01-08,2376,w_bottom,buy,0.3224,"[0.3, 0.6)",4413418,284.50,0.0080,-0.072056,incorrect
2025-01-08,1786,w_bottom,buy,0.0047,"[0.0, 0.3)",1022091,111.50,0.0008,0.071749,correct
2025-01-08,1590,w_bottom,buy,0.0000,"[0.0, 0.3)",650036,875.00,0.0000,0.080000,correct
2025-01-08,1558,w_bottom,buy,0.0000,"[0.0, 0.3)",155114,112.00,0.0000,-0.035714,incorrect
2025-01-08,1533,ascending_wedge,buy,0.0000,"[0.0, 0.3)",109845,41.75,0.0000,-0.059880,incorrect
2025-01-09,1402,m_top,sell,0.7223,"[0.6, 0.9)",27830246,30.35,0.6277,0.049423,incorrect
2025-01-09,2303,diamond_top,sell,0.8954,"[0.6, 0.9)",61785157,41.60,0.3783,-0.004808,incorrect
2025-01-09,2603,diamond_top,sell,0.6564,"[0.6, 0.9)",20548401,212.00,0.3200,-0.002358,incorrect
2025-01-09,1587,descending_flag,sell,0.0000,"[0.0, 0.3)",622614,34.85,0.0000,0.037303,incorrect
2025-01-09,1471,m_top,sell,0.0000,"[0.0, 0.3)",382959,13.05,0.0000,0.030651,incorrect
2025-01-09,1730,diamond_top,sell,0.0000,"[0.0, 0.3)",37875,53.70,0.0000,0.007449,incorrect
2025-01-09,1516,diamond_top,sell,0.0000,"[0.0, 0.3)",82736,17.50,0.0000,-0.011429,incorrect
2025-01-09,1325,ascending_wedge,buy,0.2417,"[0.0, 0.3)",3043320,38.40,0.1407,-0.252604,incorrect
2025-01-09,1786,w_bottom,buy,0.0136,"[0.0, 0.3)",1064785,114.00,0.0022,0.039474,incorrect
2025-01-09,1558,w_bottom,buy,0.0000,"[0.0, 0.3)",157025,109.50,0.0000,-0.013699,incorrect
2025-01-10,1402,m_top,sell,0.7230,"[0.6, 0.9)",27920010,30.25,0.6283,0.051240,incorrect
2025-01-10,2303,diamond_top,sell,0.8897,"[0.6, 0.9)",60175887,41.30,0.3759,0.016949,incorrect
2025-01-10,2603,diamond_top,sell,0.6674,"[0.6, 0.9)",21619107,214.00,0.3254,0.009346,incorrect
2025-01-10,1449,descending_flag,sell,0.2707,"[0.0, 0.3)",3478380,20.10,0.0591,-0.054726,correct
2025-01-10,1587,descending_flag,sell,0.0000,"[0.0, 0.3)",588664,33.80,0.0000,0.078402,incorrect
2025-01-10,1730,diamond_top,sell,0.0000,"[0.0, 0.3)",39772,53.50,0.0000,0.018692,incorrect
2025-01-10,1516,diamond_top,sell,0.0000,"[0.0, 0.3)",81566,16.95,0.0000,0.014749,incorrect
2025-01-10,1805,diamond_top,sell,0.0000,"[0.0, 0.3)",86012,16.00,0.0000,0.037500,incorrect
2025-01-10,1325,ascending_wedge,buy,0.3490,"[0.3, 0.6)",4988960,39.50,0.2365,-0.275949,incorrect
2025-01-10,1786,w_bottom,buy,0.0296,"[0.0, 0.3)",1145904,113.00,0.0048,0.088496,correct
2025-01-10,3008,ascending_wedge,buy,0.0000,"[0.0, 0.3)",927517,2750.00,0.0000,-0.005455,incorrect
2025-01-10,1472,ascending_wedge,buy,0.0000,"[0.0, 0.3)",33681,68.60,0.0000,0.341108,correct
2025-01-13,1402,m_top,sell,0.7240,"[0.6, 0.9)",28049927,30.15,0.6292,0.064677,incorrect
2025-01-13,2303,diamond_top,sell,0.8773,"[0.6, 0.9)",56837546,40.90,0.3707,0.025672,incorrect
2025-01-13,2603,diamond_top,sell,0.6743,"[0.6, 0.9)",22310951,205.00,0.3287,0.063415,incorrect
2025-01-13,2308,diamond_top,sell,0.4164,"[0.3, 0.6)",6803019,400.00,0.1684,-0.022500,incorrect
2025-01-13,1449,descending_flag,sell,0.2657,"[0.0, 0.3)",3399622,19.20,0.0156,-0.015625,incorrect
2025-01-13,2059,m_top,sell,0.0000,"[0.0, 0.3)",940083,1400.00,0.0000,0.325000,incorrect
2025-01-13,1737,diamond_top,sell,0.0000,"[0.0, 0.3)",104490,31.50,0.0000,0.036508,incorrect
2025-01-13,1730,diamond_top,sell,0.0000,"[0.0, 0.3)",41148,52.90,0.0000,0.026465,incorrect
2025-01-13,1516,diamond_top,sell,0.0000,"[0.0, 0.3)",88420,15.75,0.0000,0.111111,incorrect
2025-01-13,1805,diamond_top,sell,0.0000,"[0.0, 0.3)",92658,14.65,0.0000,0.122867,incorrect
2025-01-13,1325,ascending_wedge,buy,0.3922,"[0.3, 0.6)",6086386,38.50,0.2657,-0.251948,incorrect
2025-01-13,1786,w_bottom,buy,0.0321,"[0.0, 0.3)",1159119,109.50,0.0052,0.132420,correct
2025-01-14,1402,m_top,sell,0.7233,"[0.6, 0.9)",27959166,30.60,0.6286,0.035948,incorrect
2025-01-14,2059,m_top,sell,0.0000,"[0.0, 0.3)",908345,1415.00,0.0000,0.321555,incorrect
2025-01-14,1730,diamond_top,sell,0.0000,"[0.0, 0.3)",41151,53.00,0.0000,0.032075,incorrect
2025-01-14,1442,w_bottom,buy,0.2679,"[0.0, 0.3)",3434285,78.00,0.0435,0.076923,correct
2025-01-15,1402,m_top,sell,0.7172,"[0.6, 0.9)",27187445,30.75,0.6233,0.050407,incorrect
2025-01-15,2059,m_top,sell,0.0000,"[0.0, 0.3)",886526,1375.00,0.0000,0.363636,incorrect
2025-01-15,1590,diamond_top,sell,0.0000,"[0.0, 0.3)",651275,839.00,0.0000,0.158522,incorrect
2025-01-15,1730,diamond_top,sell,0.0000,"[0.0, 0.3)",41852,52.90,0.0000,0.037807,incorrect
2025-01-15,1726,diamond_top,sell,0.0000,"[0.0, 0.3)",28322,74.80,0.0000,0.032086,incorrect
2025-01-15,1315,diamond_top,sell,0.0000,"[0.0, 0.3)",19246,66.80,0.0000,0.050898,incorrect
2025-01-15,1442,w_bottom,buy,0.2580,"[0.0, 0.3)",3281597,78.50,0.0516,0.080255,correct
2025-01-15,1472,ascending_wedge,buy,0.0000,"[0.0, 0.3)",38589,71.90,0.0000,0.272601,correct
2025-01-16,1402,m_top,sell,0.7115,"[0.6, 0.9)",26484540,30.95,0.6184,0.043619,incorrect
2025-01-16,2059,m_top,sell,0.0000,"[0.0, 0.3)",861799,1410.00,0.0000,0.322695,incorrect
2025-01-16,1315,diamond_top,sell,0.0000,"[0.0, 0.3)",19018,67.00,0.0000,0.043284,incorrect
2025-01-16,1442,w_bottom,buy,0.2472,"[0.0, 0.3)",3122437,79.20,0.0607,0.082071,correct
2025-01-16,1786,ascending_wedge,buy,0.0801,"[0.0, 0.3)",1446104,120.00,0.0018,0.050000,correct
2025-01-16,1472,ascending_wedge,buy,0.0000,"[0.0, 0.3)",39241,71.80,0.0000,0.260446,correct
2025-01-17,1524,diamond_top,sell,0.3613,"[0.3, 0.6)",5280222,37.80,0.0467,0.000000,incorrect
2025-01-17,2059,m_top,sell,0.0000,"[0.0, 0.3)",843175,1410.00,0.0000,0.368794,incorrect
2025-01-17,1442,w_bottom,buy,0.2381,"[0.0, 0.3)",2993545,80.10,0.0584,0.082397,correct
2025-01-20,1524,diamond_top,sell,0.3433,"[0.3, 0.6)",4858761,37.50,0.0853,0.000000,incorrect
2025-01-20,1307,diamond_top,sell,0.0404,"[0.0, 0.3)",1204226,38.00,0.0033,0.415789,incorrect
2025-01-20,1442,w_bottom,buy,0.2284,"[0.0, 0.3)",2863146,82.00,0.0560,0.040244,incorrect
2025-01-20,1776,w_bottom,buy,0.0000,"[0.0, 0.3)",125458,20.20,0.0000,-0.042079,incorrect
2025-01-21,1524,diamond_top,sell,0.3360,"[0.3, 0.6)",4698017,37.15,0.1092,0.008075,incorrect
2025-01-21,1307,diamond_top,sell,0.0403,"[0.0, 0.3)",1204130,37.35,0.0112,0.432396,incorrect
2025-01-21,1442,w_bottom,buy,0.2219,"[0.0, 0.3)",2779007,83.20,0.0544,0.028846,incorrect
2025-01-21,1786,w_bottom,buy,0.0952,"[0.0, 0.3)",1549903,123.50,0.0154,0.024291,incorrect
2025-01-21,1776,w_bottom,buy,0.0000,"[0.0, 0.3)",248461,20.10,0.0000,-0.039801,incorrect
2025-01-22,1524,diamond_top,sell,0.3338,"[0.3, 0.6)",4651456,37.25,0.1085,0.000000,incorrect
2025-01-22,1307,diamond_top,sell,0.0517,"[0.0, 0.3)",1269029,38.05,0.0064,0.345598,incorrect
2025-01-22,1442,w_bottom,buy,0.2147,"[0.0, 0.3)",2688338,82.20,0.0527,0.040146,incorrect
2025-01-22,1776,w_bottom,buy,0.0000,"[0.0, 0.3)",268777,19.65,0.0000,-0.030534,incorrect
2025-02-03,1524,diamond_top,sell,0.3320,"[0.3, 0.6)",4613692,37.15,0.1079,-0.009421,incorrect
2025-02-03,8069,ascending_wedge,buy,0.2636,"[0.0, 0.3)",3367050,288.00,0.1006,-0.006944,incorrect
2025-02-03,1442,w_bottom,buy,0.2045,"[0.0, 0.3)",2563902,83.90,0.0502,-0.013111,incorrect
2025-02-03,1476,ascending_wedge,buy,0.0000,"[0.0, 0.3)",363349,542.00,0.0000,-0.046125,incorrect
2025-02-03,1432,w_bottom,buy,0.0000,"[0.0, 0.3)",363512,21.45,0.0000,-0.121212,incorrect
2025-02-04,1524,diamond_top,sell,0.3290,"[0.3, 0.6)",4549735,36.80,0.1069,0.010870,incorrect
2025-02-04,1736,diamond_top,sell,0.0000,"[0.0, 0.3)",915866,177.50,0.0000,0.157746,incorrect
2025-02-04,1442,w_bottom,buy,0.1892,"[0.0, 0.3)",2389678,82.90,0.0464,0.019300,incorrect
2025-02-04,1432,w_bottom,buy,0.0000,"[0.0, 0.3)",364052,21.35,0.0000,-0.077283,incorrect
2025-02-05,1225,descending_flag,sell,0.1552,"[0.0, 0.3)",2043826,48.05,0.0301,-0.096774,correct
2025-02-05,1736,diamond_top,sell,0.0000,"[0.0, 0.3)",954948,171.50,0.0000,0.265306,incorrect
2025-02-05,1442,w_bottom,buy,0.1763,"[0.0, 0.3)",2252092,84.30,0.0432,-0.033215,incorrect
2025-02-05,1432,w_bottom,buy,0.0000,"[0.0, 0.3)",370624,21.60,0.0000,-0.118056,incorrect
2025-02-05,1713,ascending_wedge,buy,0.0000,"[0.0, 0.3)",114446,53.50,0.0000,0.035514,incorrect
2025-02-06,1225,descending_flag,sell,0.1592,"[0.0, 0.3)",2081969,47.75,0.0450,-0.071204,correct
2025-02-06,1736,diamond_top,sell,0.0000,"[0.0, 0.3)",953759,172.00,0.0000,0.209302,incorrect
2025-02-06,1442,w_bottom,buy,0.1566,"[0.0, 0.3)",2056625,82.10,0.0384,-0.001218,incorrect
2025-02-06,1307,w_bottom,buy,0.1021,"[0.0, 0.3)",1600107,42.30,0.0363,0.238771,correct
2025-02-06,1711,ascending_wedge,buy,0.0757,"[0.0, 0.3)",1417231,21.85,0.0201,-0.016018,incorrect
